location,image_description,text,translated_text,id
Top text,,"Karan: Sir, aapne jo karne ko bola tha wo kaam kardiya maine.","Karan: Sir, I have done the work you asked me to do.",Hindi_image_821.jpg
Middle text,,Modi: abey tune galat Rahul aur Hardik ko pel dia..,"Modi: Hey, you beat up Rahul and Hardik incorrectly..",Hindi_image_821.jpg
Bottom image,"Narendra Modi and Karan Johar are posing for a picture, with Modi in a blue vest over a white shirt and Karan Johar in a black suit and glasses.",,,Hindi_image_821.jpg
top left,A student is writing a mathematical equation on a whiteboard.,"1
cosec A","1
cosec A",Hindi_image_1443.jpg
top right,A student is looking at the whiteboard with a confused expression.,"1
cosec A","1
cosec A",Hindi_image_1443.jpg
middle,A woman is holding a sign in front of a classroom of students.,"Mere paas
56 inch
Ka kya hai","I have
56 inch
What about it",Hindi_image_1443.jpg
bottom left,A mathematical equation is written on a whiteboard.,"1
cosec A
Dikhao na ek bar..!!!","1
cosec A
Show me at least once..!!!",Hindi_image_1443.jpg
bottom right,A student is looking at the whiteboard with a confused expression.,,,Hindi_image_1443.jpg
Top,"The text is in Hindi and reads: ""If milk came out just by pressing the nipple, then every child would be a victim of malnutrition.""","अगर सिर्फ चूची दबाने से निकलता दूध,
तो हर बच्चा कुपोषण का शिकार होता","If milk came out just by pressing the nipple,
then every child would be a victim of malnutrition.",Hindi_image_174.jpg
Middle,"A woman in a blue and white striped dress with a red shawl. She is wearing a gold chain and a bracelet. A fire emoji is covering her face. The word ""Thursday"" is written in a stylized font over her chest.",Thursday,Thursday,Hindi_image_174.jpg
Bottom,"The text is in Hindi and reads: ""And if there were no hips and no vagina, then where would men fall in love with anyone!!""","और अगर ना होते चूतड़ और चूत
तो मर्दों को कहाँ किसी से प्यार होता!!","And if there were no hips and no vagina,
then where would men fall in love with anyone!!",Hindi_image_174.jpg
Main text,"A person wearing a yellow hoodie is shown, with large white text overlaid on the image.",Jo bhi bolta hu muh pe bolta hu pith piche sirf Backshots deta hu.,"Whatever I say, I say it to your face. Behind your back, I only give backshots.",Hindi_image_1331.jpg
Top,Text at the top of the image.,भाई तेरे घर के बाहर खड़ा हूँ .... जल्दी आ ग*मरे,"Brother, I am standing outside your house... Come quickly, you *sshole.",Hindi_image_612.jpg
Bottom,"A Shiba Inu dog sitting in the driver's seat of a car, looking out the window.",Gym के लिए Late हो रहा है यार,"I am getting late for the gym, man.",Hindi_image_612.jpg
Top,The text in the top of the meme is in Hindi.,"गेंदबाज अपनी गेंद को
चमकाता हुआ:",The bowler polishing his ball:,Hindi_image_148.jpg
Bottom,A close-up shot of a bald man with his fingers in his mouth.,,,Hindi_image_148.jpg
Top,Text on a white background.,"""dekhate hai"" is another way of
saying:","""dekhate hai"" is another way of saying:",Hindi_image_2162.jpg
Middle,"A man with a green shirt, looking to the right with a neutral expression. There is a sign with the number 11 on the wall behind him.",Nahi,No,Hindi_image_2162.jpg
center top,A dark hooded figure with wings is visible in the background holding a sword. Text is overlaid on the image.,आपकी माँ का,Your mother's,Hindi_image_1292.jpg
center middle,A dark hooded figure with wings is visible in the background holding a sword. Text is overlaid on the image.,न भोसडा,not vagina,Hindi_image_1292.jpg
center bottom,A dark hooded figure with wings is visible in the background holding a sword. Text is overlaid on the image.,बात खत्म..,End of discussion..,Hindi_image_1292.jpg
Top,Text in white on a black background,Sex wale column me hum,"In the sex column, we",Hindi_image_969.jpg
Middle,"A close-up of a young man with long hair and a beard, looking intently at the camera. He is wearing a green shirt.","Atul Xfactor
@XfactorAtul","Atul Xfactor
@XfactorAtul",Hindi_image_969.jpg
Bottom,Text in white on a black background,"Bold or capital me ""KARWADO"" likhte hai","In bold or capital letters, we write 'KARWADO'",Hindi_image_969.jpg
Top,"A man in a red suit pointing directly at the viewer, with other people in the background.",- Tum Sala Sundar Log,- You are all beautiful people,Hindi_image_799.jpg
Bottom,"The same man pointing, with text below him.",Kisi Ke Sage Nhi Hote..,They are not related to anyone..,Hindi_image_799.jpg
top left,A man in an orange jacket is holding his nose in disgust.,,,Hindi_image_766.jpg
top right,A man wearing a VR headset and a military uniform is in a burning building.,PUB-G,PUB-G,Hindi_image_766.jpg
bottom left,A man in an orange jacket is smiling and pointing.,,,Hindi_image_766.jpg
bottom right,A woman with long brown hair is smiling.,Babita-G,Babita-G,Hindi_image_766.jpg
Top,"profile picture of a person holding a sign with a smiley face, and the name 'Barbad' and username '@barbad_ladka'","Barbad
@barbad_ladka","Barbad
@barbad_ladka",Hindi_image_1245.jpg
Middle,text describing a phone conversation,"She(on call with her boyfriend): Wanna eat
my pussy tonight?
Her cat:","She(on call with her boyfriend): Wanna eat
my pussy tonight?
Her cat:",Hindi_image_1245.jpg
Bottom,"A close-up of a crying white cat with large, tearful eyes.",,,Hindi_image_1245.jpg
top,"A man in a suit, possibly a teacher, is standing in front of a blackboard. He is smiling and gesturing with his hand.","SK
Social","SK
Social",Hindi_image_996.jpg
top right,Text on a blackboard behind the man.,*Class teacher,*Class teacher,Hindi_image_996.jpg
middle,Text overlaid on the image of the teacher.,Shor mat machao,Don't make noise,Hindi_image_996.jpg
bottom left,Text above the man in the bottom image.,Harami bacche**,Naughty children**,Hindi_image_996.jpg
bottom right,A laughing emoji.,😂,😂,Hindi_image_996.jpg
bottom,"A man wearing sunglasses and a jacket is standing outdoors, smiling broadly. Other people are visible in the background.",MACHAYENGE,MACHAYENGE,Hindi_image_996.jpg
Top,"Text in Hindi, asking what to do with the college degree.",Me (thinking) :-Iss college ki degree ka kya karu,Me (thinking) :- What should I do with this college degree,Hindi_image_2002.jpg
Middle,"Text in Hindi, stating ""Also Me (Realising):-""",Also Me (Realising) :-,Also Me (Realising) :-,Hindi_image_2002.jpg
Bottom,"A close-up of a woman's face, with bold white text overlayed.",HELLO FRANDS BATTI BANA LO,HELLO FRIENDS MAKE LIGHTS,Hindi_image_2002.jpg
top left,"A black and white photo of two people looking at a computer screen. One person is giving a thumbs up, and the other is smiling.",,,Hindi_image_1090.jpg
top right,"A color photo of a young woman with long dark hair, smiling.",,,Hindi_image_1090.jpg
bottom,A man in a green shirt is looking at something off-camera with a frustrated expression.,Abey Meena bsdk ye kya kr diya,"Hey Meena, you idiot, what have you done?",Hindi_image_1090.jpg
Top image,A man with long hair is looking directly at the camera. He is wearing a reddish-orange hoodie and has a beard. The background is blurry but appears to be indoors with wooden elements. The text is overlaid on the image.,my friend,my friend,Hindi_image_1906.jpg
Top image,A man with long hair is looking directly at the camera. He is wearing a reddish-orange hoodie and has a beard. The background is blurry but appears to be indoors with wooden elements. The text is overlaid on the image.,Ek rasta yeh bhi hai khushiyo ko paane ka,This is also one way to find happiness,Hindi_image_1906.jpg
Bottom image,"A man with long hair is looking directly at the camera with a slightly concerned expression. He is wearing a reddish-orange top. The background is blurred, showing indoor elements and a red box with white text on the left side.","TITU
MAMA","TITU
MAMA",Hindi_image_1906.jpg
Main Image,"A metal sculpture of an impossible triangle (Penrose triangle) is displayed on a textured surface, possibly a workshop floor. A welding torch nozzle is visible in the background to the right. The sculpture appears to be made of welded metal bars.",,,Hindi_image_1735.jpg
Bottom Left,"A caricature of a man with a wide, exaggerated smile and raised fist, wearing a collared shirt and jacket. He appears to be gesturing or posing.",,,Hindi_image_1735.jpg
Bottom Right,Text in Hindi script against a white background.,"मेरा क्यों अकेले दिमाग खराब हो, आप भी करो।","Why should my mind be disturbed alone, you also do it.",Hindi_image_1735.jpg
Top,Text on a light brown background,पप्पू ने जिम जॉइन किया:,Pappu joined the gym:,Hindi_image_25.jpg
Middle Top,Text on a light brown background,पप्पू: आज क्या मारूँ?,Pappu: What should I hit today?,Hindi_image_25.jpg
Middle,Text on a light brown background,ट्रेनर: कल क्या मारा था।,Trainer: What did you hit yesterday.,Hindi_image_25.jpg
Middle Bottom,Text on a light brown background,पप्पू: मु... ट्...ठ!,Pappu: Mu...t...th!,Hindi_image_25.jpg
Bottom Middle,Text on a light brown background,"ट्रेनर: गां....ड मराले आज
भो...सड़ी....वाले","Trainer: Fuck yourself today
Motherfucker",Hindi_image_25.jpg
Bottom,Text on a light brown background,निकल यहाँ से!!!,Get out of here!!!,Hindi_image_25.jpg
Top panel,"A man and a woman are sitting on a couch, watching a movie. The man is consoling the woman, who is crying.","Don't Cry Babe, It's Just A Movie.","Don't Cry Babe, It's Just A Movie.",Hindi_image_1047.jpg
Middle panel,"The text 'After Watching Endgame' is displayed. Below it, the same man and woman are on the couch. The woman is now comforting the man, who is crying.","After Watching Endgame
Ab Bol...
Ab Bol Na Mc...","After Watching Endgame
Now Say...
Now Say It Baby...",Hindi_image_1047.jpg
Bottom panel,A comment section from Facebook is shown. The top comment is by 'Sonu Sheikh and 25 others'. The next comment is by 'Vijay Thakur'.,Abe Bhosdiwalo Endgame Ka pirated version dekhte ho,You pirates watch the pirated version of Endgame.,Hindi_image_1047.jpg
Top,A young man with a beanie on his head is smiling and talking on a mobile phone. The text above him reads 'BEFORE EXAM: Bhai kuch nahi padha maine is baar pakka fail hu.' and a small text 'MY FRIEND' is on his left.,BEFORE EXAM :- भाई कुछ नही पढा मैने इस बार पक्का फेल हूँ।,"BEFORE EXAM :- Brother, I haven't studied anything, I will definitely fail this time.",Hindi_image_564.jpg
Middle,"The same young man is now shown after the exam results, with the text 'AFTER RESULT:- Bhai 80% aaye hain.' written above him. A sticker with 'Unofficial Titu Mama' is on the right.",AFTER RESULT :- भाई 80% आए हैं।,"AFTER RESULT :- Brother, I got 80%.",Hindi_image_564.jpg
Bottom,"A Bollywood actress is dancing with a crowd in the background. The text 'me' is above her head, and below her is the text 'भडवे ओरे भडवे कहाँ से आया है रे तू।'.","me
भडवे ओरे भडवे कहाँ से आया है रे तू।","me
Where did you come from, you scoundrel?",Hindi_image_564.jpg
top image,A cricket player in a blue jersey with the number 24 is batting. A scoreboard shows player names and scores. A logo with the word 'CHUTIYAPA' is in the top right corner.,24,24,Hindi_image_2228.jpg
middle scoreboard,"A cricket scoreboard displaying 'KULDEEP' with a score of '1 2' and 'POREL IMP' with a score of '31 9'. To the right, it shows 'HARSHAL' with a score of '2-46 3.5' and a row of numbers '4 6 4 4 6'. The website 'ipl20.com' is also visible.","KULDEEP
POREL IMP
HARSHAL
46446
ipl20.com","KULDEEP
POREL IMP
HARSHAL
46446
ipl20.com",Hindi_image_2228.jpg
bottom image,"A close-up of a man's face, touching his forehead with his hand, looking stressed or tired. The text 'Welcome to Dinda club' is overlaid at the bottom.",Welcome to Dinda club,Welcome to Dinda club,Hindi_image_2228.jpg
top,Three young women on a stage with a sparkly golden background. The woman in the center is holding a phone and a microphone.,Kya Keh Raha Hai?,What are you saying?,Hindi_image_2200.jpg
bottom,Two young women looking at each other. The woman on the left is wearing glasses and the woman in the center has her back to the camera.,"Keh Raha h: Chaaku kyu Chlati ho
Jab dhaar h Talwaar me, Chuuchi
kyu hilati to Jab Maal h Salwaar Me.","Saying h: Why do you carry a knife?
When there's a blade in the sword, why do you shake your hips, when the goods are in the salwar.",Hindi_image_2200.jpg
Center,The image contains text in Hindi.,Zara sa khush ho jata hu tab meri qismat mujhe aukat dikha deti hai,"I get a little happy, then my fate shows me my place",Hindi_image_2214.jpg
Top,"A golden retriever dog with colorful powder (Holi colors) on its face and fur, looking directly at the camera with its mouth slightly open.",रंग लगाने के बहाने,On the pretext of applying color,Hindi_image_2215.jpg
